no,Ref,year,corbett,species,uid,pid,check,phyl.info,ott.uid,ott.pid,Habitat,par.path,invasive,Kingdom,Tax.grp,Group,newGroup,SubGroup,newSubGroup,newSubGroup2,newSubGroupClade,newSubGrp2,Class,Order,newOrder,Family,newFamily,het.a.chiasmy,F.map.length,M.map.length,F.M.ratio,Sexual.sys,Karyotype,Genotypic,Size.Mb,Cval,est.Gsize.Mb,combined.Gsize,chr.2n,chr1n,No.Ind,Marker.mapped,av.sex,MapLength.cM,MarkerInterval ,LinkageGrps,CM.length.est,RR_Mb.cM,CorrectedRR,RR,haplodiploid,Selfing,plant.LifeForm,RI_hap,RI_chiasma,RI_status,PlantGrowthForm,LeafType,LeafPhenology,PhotosyntheticPathway,Woodiness,LeafCompoundness,Total.spp,Dioe,Pollination
47,Chafffin,2016,n,Avena_sativa,790381,790365,y,Avena_sativa,ott790381,ott790365,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Monocots,Angiosperms,Commelinid,Commelinid,Commelinid,Monocots,Monocots,Poales,Poales,Poaceae,Poaceae,NA,NA,NA,NA,hermaphrodite,NA,NA,12500,12.5,12938.94,12938.94,42,21,NA,7202,n,2843,NA,21,NA,NA,NA,0.219724335996612,NA,SC,NA,21,46.8,Domesticated,graminoid,broadleaved,NA,C3,non-woody,simple,NA,NA,NA
48,Sim,2017,n,Bactrocera_cucurbitae,227727,753219,y,Bactrocera_cucurbitae,ott227727,ott753219,Terrestrial,n,n,Eukaryota,Animals,Animals,Invert,Insects,Insects,Insects,Insects,Insects,Insecta,Diptera,Diptera,Tephritidae,OtherInsects,NA,NA,NA,NA,gonochorous,XY,MH,NA,NA,373,373,10,5,166,944,n,646,NA,5,NA,NA,NA,1.73190348525469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,Kuzina,2011,n,Barbarea_vulgaris,35910,35918,y,Barbarea_vulgaris,ott35910,ott35918,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Malvids,Eudicots,Eudicots,Brassicales,Brassicales,Brassicaceae,Brassicaceae,NA,NA,NA,NA,hermaphrodite,NA,NA,167.352,NA,NA,167.352,16,8,129,131,n,889,7.1,8,NA,NA,NA,5.31215641283044,NA,NA,NA,NA,NA,NA,herb,broadleaved,NA,C3,non-woody,simple,NA,NA,NA
50,Brennan,2012,n,Begonia_plebeja,434483,530190,y,Begonia_plebeja,ott434483,ott530190,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Cucurbitales,OtherEudicots,Begoniaceae,OtherEudicots,NA,NA,NA,NA,monoecious,NA,NA,294,NA,616.14,616.14,28,14,255,225,n,1099,3.6,14,NA,NA,NA,1.78368552601681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,30,insects
51,Laurent,2007,n,Beta_vulgaris,273185,892381,y,Beta_vulgaris,ott273185,ott892381,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superasterids,Superasterids,Superasterids,Eudicots,Eudicots,Caryophyllales,Caryophyllales,Amaranthaceae,Amaranthaceae,NA,NA,NA,NA,hermaphrodite,NA,NA,566.55,NA,1222.5,1222.5,18,9,92,284,n,555,2.2,9,NA,NA,NA,0.45398773006135,NA,NA,NA,NA,NA,NA,herb,broadleaved,NA,C3,non-woody,simple,NA,NA,NA
52,Jiang,2011,n,Betula_pendula,5922058,267719,y,Betula_pendula,ott5922058,ott267719,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Fagales,Fagales,Betulaceae,Betulaceae,NA,NA,NA,NA,NA,NA,NA,NA,1.4,1369.2,1369.2,28,14,80,226,n,2489.7,13.1,23,3097.2,1.008,1.008,1.81836108676599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,Jiang,2011,n,Betula_platyphylla,731671,267715,y,Betula_platyphylla,ott731671,ott267715,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Fagales,Fagales,Betulaceae,Betulaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,14,80,226,n,2864.5,14.3,24,3552.7,86.2,NA,#VALUE!,NA,NA,NA,NA,NA,NA,tree,broadleaved,deciduous,C3,woody,simple,NA,NA,NA
54,Beldade,2009,n,Bicyclus_anynana,3108421,539845,y,Mycalesis_anynana,ott3108421,ott539845,Terrestrial,n,n,Eukaryota,Opisthokonta ,Animals,Invert,Insects,Insects,Insects,Insects,Insects,Insecta,Lepidoptera,Lepidoptera,Nymphalidae,Nymphalidae,A,NA,NA,NA,gonochorous,NA,NA,NA,0.49,479.22,479.22,56,28,288,297,n,1642.2,NA,27,NA,NA,NA,3.42681858019281,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,Schnabel,2003,n,Bison_bison,907693,907692,y,Bison_bison,ott907693,ott907692,Terrestrial,n,n,Eukaryota,Opisthokonta ,Animals,Vert,Mammals,Mammals,Mammals,Mammals,Mammals,Mammalia,Artiodactyla,Artiodactyla,Bovidae,Bovidae,NA,NA,NA,NA,gonochorous,XY,MH,2828.03,4.9,4792.2,4792.2,60,30,NA,292,n,2647,NA,29,NA,NA,NA,0.552355911689829,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,VantHof,2013,n,Biston_betularia,968114,968120,y,Biston_betularia,ott968114,ott968120,Terrestrial,n,n,Eukaryota,Opisthokonta ,Animals,Invert,Insects,Insects,Insects,Insects,Insects,Insecta,Lepidoptera,Lepidoptera,Geometridae,OtherLepid,A,NA,NA,NA,gonochorous,ZW,NA,500,NA,NA,500,62,31,73,227,n,1638,NA,31,NA,NA,NA,3.276,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,Pedersen,2002,n,Blumeria_graminis,555363,555362,y,Blumeria_graminis,ott555363,ott555362,Plants,y,n,Eukaryota,Opisthokonta ,Fungi,Fungi,Ascomycota,Fungi,Fungi,Fungi,Fungi,Leotiomycetes,Erysiphales,OtherFungi,Erysiphaceae,OtherAsco.,NA,NA,NA,NA,NA,H,NA,118.726,NA,118.726,118.726,NA,NA,81,359,n,2114,NA,34,NA,NA,NA,17.8057038896282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,Liu,2014,n,Boehmeria_nivea,594991,594987,y,Boehmeria_nivea,ott594991,ott594987,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Rosales,Rosales,Urticaceae,OtherEudicots,NA,NA,NA,NA,monoecious,NA,NA,716,NA,NA,716,28,14,147,142,n,2265.1,17.1,18,NA,NA,NA,3.16354748603352,NA,NA,NA,14,27.06,Cultivated,herb/shrub,broadleaved,NA,C3,non-woody/woody,NA,80,40,wind
59,Stolle,2011,n,Bombus_terrestris,161197,67333,y,Bombus_terrestris,ott161197,ott67333,Terrestrial,n,n,Eukaryota,Opisthokonta ,Animals,Invert,Insects,Insects,Insects,Insects,Insects,Insecta,Hymenoptera,Hymenoptera,Apidae,Apidae,NA,NA,NA,NA,male.haploid,NA,NA,248.654,0.53,518.34,518.34,36,18,NA,516,n,2047,4.02,18,NA,4.4,NA,3.94914534861288,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,Corbet-Detig,2015,y,Bombyx_mori,440274,440273,y,Bombyx_mori,ott440274,ott440273,Terrestrial,n,n,Eukaryota,Opisthokonta ,Animals,Invert,Insects,Insects,Insects,Insects,Insects,Insecta,Lepidoptera,Lepidoptera,Bombycidae,Bombycidae,A,NA,NA,NA,gonochorous,ZW,FH,513.45,0.525,513.45,513.45,56,28,NA,1604,n,685.25,0.427213216957606,NA,NA,1.49298365007623,NA,1.33459927938456,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,Zhan,2009,n,Bombyx_mori,440274,440273,y,Bombyx_mori,ott440274,ott440273,Terrestrial,n,n,Eukaryota,Opisthokonta ,Animals,Invert,Insects,Insects,Insects,Insects,Insects,Insecta,Lepidoptera,Lepidoptera,Bombycidae,Bombycidae,A,NA,NA,NA,gonochorous,ZW,FH,450.81,0.525,513.45,513.45,56,28,NA,692,n,3320,6.3,27,NA,NA,NA,6.4660629077807,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,Corbet-Detig,2015,y,Bos_taurus,490099,1066581,y,Bos_taurus,ott490099,ott1066581,Terrestrial,n,y,Eukaryota,Opisthokonta ,Animals,Vert,Mammals,Mammals,Mammals,Mammals,Mammals,Mammalia,Artiodactyla,Artiodactyla,Bovidae,Bovidae,NA,NA,NA,NA,gonochorous,XY,MH,3569.7,3.61666666666667,3537.1,3537.1,62,31,NA,5499,n,3097.366,0.563259865430078,NA,NA,1.26304440926021,NA,0.875679511464193,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,Ihara,2004,n,Bos_taurus,490099,1066581,y,Bos_taurus,ott490099,ott1066581,Terrestrial,n,y,Eukaryota,Opisthokonta ,Animals,Vert,Mammals,Mammals,Mammals,Mammals,Mammals,Mammalia,Artiodactyla,Artiodactyla,Bovidae,Bovidae,NA,NA,NA,NA,gonochorous,XY,NA,NA,NA,3537.1,3537.1,62,31,NA,3960,n,3159.1,1.4,29,NA,29,NA,0.893132792400553,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,Corbet-Detig,2015,y,Brachypodium_distachyon,413237,413242,y,Brachypodium_distachyon,ott413237,ott413242,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Monocots,Angiosperms,Commelinid,Commelinid,Commelinid,Monocots,Monocots,Poales,Poales,Poaceae,Poaceae,NA,NA,NA,NA,NA,NA,NA,352.08,NA,352.08,352.08,10,5,NA,556,n,1598,2.87410071942446,NA,NA,6.01348055256947,NA,4.53874119518291,NA,NA,NA,NA,NA,NA,graminoid,broadleaved,NA,C3,non-woody,simple,NA,NA,NA
65,Holloway,2001,n,Bracon_hebetor,3293364,1089665,y,Bracon_brevicornis,ott3293364,ott1089665,Animals,y,n,Eukaryota,Opisthokonta ,Animals,Invert,Insects,Insects,Insects,Insects,Insects,Insecta,Hymenoptera,Hymenoptera,Braconidae,OtherHymen,NA,NA,NA,NA,male.haploid,NA,NA,NA,NA,165,165,20,10,159,71,n,536.1,7.45,10,NA,NA,NA,3.24909090909091,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,Cheng,2009,n,Brassica_campestris,240937,833632,y,Brassica_rapa_oleifera,ott240937,ott833632,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Malvids,Eudicots,Eudicots,Brassicales,Brassicales,Brassicaceae,Brassicaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,567.24,567.24,20,10,NA,268,n,973.3,3.63,10,NA,NA,NA,1.71585219660109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,Zou,2014,n,Brassica_carinata,749459,309288,y,Brassica_carinata,ott749459,ott309288,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Malvids,Eudicots,Eudicots,Brassicales,Brassicales,Brassicaceae,Brassicaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,1545.24,1545.24,34,17,NA,1366,n,2048,0.5,17,NA,NA,NA,1.32536046180529,NA,NA,NA,NA,NA,NA,herb,broadleaved,NA,NA,non-woody,simple,NA,NA,NA
68,Zou,2016,n,Brassica_juncea,309279,309288,y,Brassica_juncea,ott309279,ott309288,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Malvids,Eudicots,Eudicots,Brassicales,Brassicales,Brassicaceae,Brassicaceae,NA,NA,NA,NA,hermaphrodite,NA,NA,954.861,NA,1496.34,1496.34,36,18,NA,3329,n,1579,0.5,18,NA,NA,NA,1.05524145581886,NA,both,NA,NA,NA,NA,herb,broadleaved,NA,C3,non-woody,simple,NA,NA,NA
69,Zhang,2016,n,Brassica_napus,309234,309288,y,Brassica_napus,ott309234,ott309288,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Malvids,Eudicots,Eudicots,Brassicales,Brassicales,Brassicaceae,Brassicaceae,NA,NA,NA,NA,NA,NA,NA,930.508,NA,1124.7,1124.7,38,19,202,1826,n,1917.9,1.18,19,NA,NA,NA,1.70525473459589,NA,NA,NA,NA,NA,NA,herb,broadleaved,NA,C3,non-woody,simple,NA,NA,NA
70,Zhao,2016,n,Brassica_oleracea,833642,309288,y,Brassica_oleracea,ott833642,ott309288,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Malvids,Eudicots,Eudicots,Brassicales,Brassicales,Brassicaceae,Brassicaceae,NA,NA,NA,NA,hermaphrodite,NA,NA,488.954,0.779959100204499,762.8,762.8,18,9,NA,2741,n,890.01,0.5,8,NA,2.11,2.11,1.16676717357105,NA,SI,NA,NA,NA,NA,herb,broadleaved,NA,C3,non-woody,simple,NA,NA,NA
71,Yu,2016,n,Brassica_rapa,833632,309288,y,Brassica_rapa,ott833632,ott309288,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Malvids,Eudicots,Eudicots,Brassicales,Brassicales,Brassicaceae,Brassicaceae,NA,NA,NA,NA,hermaphrodite,NA,NA,284.129,NA,782.4,782.4,20,10,NA,3688,n,858.98,0.81,10,NA,NA,NA,1.09787832310838,NA,both ,NA,NA,NA,NA,herb,broadleaved,NA,C3,non-woody,simple,NA,NA,NA
72,Corbet-Detig,2015,y,Caenorhabditis_briggsae,395053,395055,y,Caenorhabditis_briggsae,ott395053,ott395055,Complex,n,n,Eukaryota,Opisthokonta ,Animals,Invert,Nematode,UnSeg.Worms,UnSeg.Worms,UnSeg.Worms,UnSeg.Worms,Secernentea,Rhabditida,Rhabditida,Rhabditidae,Rhabditidae,NA,NA,NA,NA,NA,NA,NA,108.384,NA,108.384,108.384,12,6,NA,NA,n,484.4527,2.91838975903614,NA,NA,6.13822501209931,NA,4.46978059492176,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,Corbet-Detig,2015,y,Caenorhabditis_elegans,395048,395055,y,Caenorhabditis_elegans,ott395048,ott395055,Complex,n,n,Eukaryota,Opisthokonta ,Animals,Invert,Nematode,UnSeg.Worms,UnSeg.Worms,UnSeg.Worms,UnSeg.Worms,Secernentea,Rhabditida,Rhabditida,Rhabditidae,Rhabditidae,NA,NA,NA,NA,NA,NA,NA,100.286,NA,100.286,100.286,12,6,NA,5220,n,233.287,0.0446909961685824,NA,NA,2.83413845735893,NA,2.32621701932473,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,Bohra,2012,n,Cajanus_cajan,612448,612451,y,Cajanus_cajan,ott612448,ott612451,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Fabales,Fabales,Fabaceae,Fabaceae,NA,NA,NA,NA,NA,NA,NA,592.817,NA,860.64,860.64,22,11,188,339,n,1059,3.1,11,NA,NA,NA,1.23047964305633,NA,NA,NA,11,21.02,Domesticated,shrub,broadleaved,NA,C3,woody,compound,NA,NA,NA
75,Sakaguchi,2015,n,Callitris_glaucophylla,615108,1080797,y,Callitris_glaucophylla,ott615108,ott1080797,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Conifers,Pinophyta,Conifers,Conifers,Conifers,Conifers,Pinopsida,Pinales,Pinales,Cupressaceae,OtherConifer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,11,55,7565,n,5362,NA,11,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,tree,scale-shaped,evergreen,C3,woody,simple,NA,NA,NA
76,Gehringer,2006,n,Camelina_sativa,776348,502916,y,Camelina_sativa,ott776348,ott502916,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Malvids,Eudicots,Eudicots,Brassicales,Brassicales,Brassicaceae,Brassicaceae,NA,NA,NA,NA,NA,NA,NA,641.356,NA,641.356,641.356,40,20,NA,160,n,1385.6,8.6,20,NA,NA,NA,2.16042260460649,NA,both,NA,NA,NA,NA,herb,broadleaved,NA,C3,non-woody,simple,NA,NA,NA
77,Taniguchi,2012,n,Camellia_sinensis,1058509,1058508,y,Camellia_sinensis,ott1058509,ott1058508,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Malvids,Eudicots,Eudicots,Brassicales,Brassicales,Brassicaceae,Brassicaceae,NA,NA,NA,NA,NA,NA,NA,NA,3.9,3814.2,3814.2,30,15,NA,1124,n,1218,4.35,15,NA,0.354,0.354,0.319333018719522,NA,NA,NA,NA,NA,NA,shrub/tree,broadleaved,evergreen,C3,woody,simple,NA,NA,NA
78,Corbet-Detig,2015,y,Canis_lupus,247341,372706,y,Canis_lupus,ott247341,ott372706,Terrestrial,n,y,Eukaryota,Opisthokonta ,Animals,Vert,Mammals,Mammals,Mammals,Mammals,Mammals,Mammalia,Carnivora,Carnivora,Canidae,OtherCarnivor,NA,NA,NA,NA,gonochorous,XY,NA,2748.18,2.81,2748.18,2748.18,78,39,NA,3065,n,2084.8,0.680195758564437,NA,NA,0.970384921355155,NA,0.758611153563449,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,Wong,2010,n,Canis_lupus,247341,372706,y,Canis_lupus,ott247341,ott372706,Terrestrial,n,y,Eukaryota,Opisthokonta ,Animals,Vert,Mammals,Mammals,Mammals,Mammals,Mammals,Mammalia,Carnivora,Carnivora,Canidae,OtherCarnivor,NA,2387.7,1910,1.25010471204188,gonochorous,XY,NA,2748.18,2.81,2748.18,2748.18,78,39,NA,3549,n,2085.1,0.7,39,NA,0.97,NA,0.758720316718701,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,Schibler,1998,n,Capra_hircus,19017,19014,y,Capra_hircus,ott19017,ott19014,Terrestrial,n,y,Eukaryota,Opisthokonta ,Animals,Vert,Mammals,Mammals,Mammals,Mammals,Mammals,Mammalia,Artiodactyla,Artiodactyla,Bovidae,Bovidae,NA,NA,NA,NA,gonochorous,XY,MH,2922.81,3.24,3168.72,3168.72,60,30,430,284,n,2737,14.5,40,3100,NA,NA,0.863755712085637,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,Linde,2001,n,Capsella_bursa-pastoris,833644,833648,y,Capsella_bursa-pastoris,ott833644,ott833648,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Malvids,Eudicots,Eudicots,Brassicales,Brassicales,Brassicaceae,Brassicaceae,NA,NA,NA,NA,hermaphrodite,NA,NA,268.431,5.81,391.2,391.2,32,16,113,114,n,1064.4,9.93,17,NA,NA,NA,2.72085889570552,NA,NA,NA,NA,NA,NA,herb,broadleaved,NA,C3,non-woody,simple,NA,NA,NA
82,Corbet-Detig,2015,y,Capsella_rubella,19798,833648,y,Capsella_rubella,ott19798,ott833648,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Malvids,Eudicots,Eudicots,Brassicales,Brassicales,Brassicaceae,Brassicaceae,NA,NA,NA,NA,NA,NA,NA,215.16,NA,215.16,215.16,16,8,NA,877,n,381.82633647,0.435377806693273,NA,NA,3.21595887311511,NA,1.77461580437814,NA,NA,NA,NA,NA,NA,NA,broadleaved,NA,C3,non-woody,NA,NA,NA,NA
83,Han,2016,n,Capsicum_annuum,473836,473824,y,Capsicum_annuum,ott473836,ott473824,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superasterids,Superasterids,Lamiids,Eudicots,Eudicots,Solanales,Solanales,Solanaceae,Solanaceae,NA,NA,NA,NA,NA,NA,NA,2935.88,NA,3090.48,3090.48,24,12,120,2578,n,1372,0.53,12,NA,NA,NA,0.443943982811732,NA,SC,NA,12,22.08,Domesticated,herb/shrub,broadleaved,evergreen,C3,non-woody/woody,simple,NA,NA,NA
84,Lee,2016,n,Capsicum_baccatum,232458,473824,y,Capsicum_baccatum,ott232458,ott473824,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superasterids,Superasterids,Lamiids,Eudicots,Eudicots,Solanales,Solanales,Solanaceae,Solanaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,3628.38,3628.38,24,12,94,395,n,1056,2.67,12,NA,NA,NA,0.291038976071966,NA,NA,NA,12,22.1,Domesticated,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,Kuang,2016,n,Carassius_auratus,1005907,1005913,y,Carassius_auratus,ott1005907,ott1005913,Aquatic,n,y,Eukaryota,Opisthokonta ,Animals,Vert,Fishes,Fishes,Fishes,Fishes,Fishes,Actinopterygii,Cypriniformes,Cypriniformes,Cyprinidae,Cyprinidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,1643.04,1643.04,100,50,79,8521,n,5252,0.62,50,NA,NA,NA,3.19651377933587,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,Chen,2007,n,Carica_papaya,429474,429479,y,Carica_papaya,ott429474,ott429479,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Malvids,Eudicots,Eudicots,Brassicales,Brassicales,Caricaceae,OtherEudicots,NA,NA,NA,NA,polygamodioecy,NA,NA,369.782,0.380368098159509,372,372,36,18,54,707,n,1069.9,1.5,12,NA,1.526,1.526,2.8760752688172,NA,SC,P,NA,NA,NA,tree,broadleaved,evergreen,C3,woody,simple,1,1,insects
87,Bowers,2016,n,Carthamus_tinctorius,1061541,1092848,y,Carthamus_tinctorius,ott1061541,ott1092848,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superasterids,Superasterids,Campanulids,Eudicots,Eudicots,Asterales,Asterales,Asteraceae,Asteraceae,NA,NA,NA,NA,hermaphrodite,NA,NA,661.938,NA,1369.2,1369.2,24,12,96,57388,n,959.44,NA,12,NA,NA,NA,0.70073035349109,NA,SC,NA,NA,NA,NA,herb,broadleaved,NA,C3,non-woody,simple,NA,NA,NA
88,Kubisiak,2013,n,Castanea_mollissima,540978,452591,y,Castanea_mollissima,ott540978,ott452591,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Fagales,Fagales,Fagaceae,Fagaceae,NA,NA,NA,NA,NA,NA,NA,833.241,NA,833.241,833.241,24,12,337,1393,n,743,NA,12,NA,NA,NA,0.891698800227065,NA,NA,NA,NA,NA,NA,tree,broadleaved,deciduous,C3,woody,simple,NA,NA,NA
89,Sharma,2011,n,Catharanthus_roseus,524094,524057,y,Catharanthus_roseus,ott524094,ott524057,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superasterids,Superasterids,Lamiids,Eudicots,Eudicots,Gentianales,Gentianales,Apocynaceae,OtherEudicots,NA,NA,NA,NA,NA,NA,NA,522.654,2.4299591002045,2376.5,2376.5,12,6,187,564,n,1790.4,10.3,8,NA,0.488,0.488,0.753376814643383,NA,NA,NA,NA,NA,NA,shrub,broadleaved,NA,C3,woody,simple,NA,NA,NA
90,Nakazato,2006,n,Ceratopteris_richardii,609865,190948,y,Ceratopteris_cornuta,ott609865,ott190948,Aquatic,n,n,Eukaryota,Archaeplastida,Plants,OtherPlants,Pteridophyta,OtherPlants,OtherPlants,OtherPlants,OtherPlants,Pteridopsida,Polypodiales,OtherPlants,Pteridopsidae,OtherPlants,NA,NA,NA,NA,hermaphrodite,NA,NA,NA,NA,11294,11294,78,39,NA,729,n,2178.8,3.18,41,2450.9,4.6,NA,0.192916592881176,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,Johnston,2017,n,Cervus_elaphus,936014,460519,y,Cervus_elaphus,ott936014,ott460519,Terrestrial,n,y,Eukaryota,Opisthokonta ,Animals,Vert,Mammals,Mammals,Mammals,Mammals,Mammals,Mammalia,Artiodactyla,Artiodactyla,Cervidae,OtherArtiodact,NA,2767.4,2280.8,1.21334619431778,gonochorous,XY,MH,NA,NA,NA,NA,68,34,2880,38038,n,2739.7,NA,34,NA,NA,NA,#VALUE!,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,Maughan,2012,n,Chenopodium_quinoa,117198,892400,y,Chenopodium_quinoa,ott117198,ott892400,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superasterids,Superasterids,Superasterids,Eudicots,Eudicots,Caryophyllales,Caryophyllales,Amaranthaceae,Amaranthaceae,NA,NA,NA,NA,NA,NA,NA,1333.4,NA,1447.44,1447.44,36,18,NA,14689,n,1404,3.1,20,NA,NA,NA,0.969988393301277,NA,NA,NA,NA,NA,NA,herb,broadleaved,NA,C3,non-woody,simple,NA,NA,NA
93,Chen,2010,n,Chimonanthus_praecox,324777,324775,y,Chimonanthus_praecox,ott324777,ott324775,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Magnoliids,Magnoliids,Magnoliids,Magnoliids,Eudicots,Lauales,Magnoliids,Calycanthaceae,OtherEudicots,NA,2417.8,1184.2,2.04171592636379,NA,NA,NA,NA,NA,NA,600,22,11,NA,84,y,1801,NA,12,NA,NA,NA,3.00166666666667,NA,NA,NA,NA,NA,NA,shrub/tree,broadleaved,deciduous,NA,woody,simple,NA,NA,NA
94,Kathir,2003,n,Chlamydomonas_reinhardtii,33153,33160,y,Chlamydomonas_reinhardtii,ott33153,ott33160,Aquatic,n,n,Eukaryota,Archaeplastida,Plants,OtherPlants,Chlorophyta,OtherPlants,OtherPlants,OtherPlants,OtherPlants,Chlorophyceae,Chlamydomoadales,OtherPlants,Chlamydomoadaceae,OtherPlants,NA,NA,NA,NA,NA,NA,NA,120.405,NA,120.405,120.405,34,17,NA,264,n,1000,2,17,NA,NA,NA,8.30530293592459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,Zhan,2009,n,Chlamys_farreri,100122,100121,y,Notochlamys_hexactes,ott100122,ott100121,Aquatic,n,n,Eukaryota,Opisthokonta ,Animals,Invert,Molluscs,Molluscs,Molluscs,Molluscs,Molluscs,Bivalvia,Ostreoida,Ostreoida,Pectinidae,Pectinidae,NA,NA,NA,NA,NA,NA,NA,NA,1.272,1244.016,1244.016,38,19,NA,154,n,1561.8,12.3,19,NA,NA,NA,1.25545009067407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
